protocol,model,actual_label,predicted_label,count
random_seed_holdout,sg_first_derivative_lr,3,6,0
random_seed_holdout,sg_first_derivative_lr,3,7,0
random_seed_holdout,sg_first_derivative_lr,4,0,0
random_seed_holdout,sg_first_derivative_lr,4,1,0
random_seed_holdout,sg_first_derivative_lr,4,2,4
random_seed_holdout,sg_first_derivative_lr,4,3,0
random_seed_holdout,sg_first_derivative_lr,4,4,39
random_seed_holdout,sg_first_derivative_lr,4,5,0
random_seed_holdout,sg_first_derivative_lr,4,6,0
random_seed_holdout,sg_first_derivative_lr,4,7,0
random_seed_holdout,sg_first_derivative_lr,5,0,0
random_seed_holdout,sg_first_derivative_lr,5,1,0
random_seed_holdout,sg_first_derivative_lr,5,2,0
random_seed_holdout,sg_first_derivative_lr,5,3,0
random_seed_holdout,sg_first_derivative_lr,5,4,0
random_seed_holdout,sg_first_derivative_lr,5,5,39
random_seed_holdout,sg_first_derivative_lr,5,6,0
random_seed_holdout,sg_first_derivative_lr,5,7,1
random_seed_holdout,sg_first_derivative_lr,6,0,0
random_seed_holdout,sg_first_derivative_lr,6,1,0
random_seed_holdout,sg_first_derivative_lr,6,2,0
random_seed_holdout,sg_first_derivative_lr,6,3,0
random_seed_holdout,sg_first_derivative_lr,6,4,0
random_seed_holdout,sg_first_derivative_lr,6,5,0
random_seed_holdout,sg_first_derivative_lr,6,6,40
random_seed_holdout,sg_first_derivative_lr,6,7,0
random_seed_holdout,sg_first_derivative_lr,7,0,0
random_seed_holdout,sg_first_derivative_lr,7,1,0
random_seed_holdout,sg_first_derivative_lr,7,2,0
random_seed_holdout,sg_first_derivative_lr,7,3,0
random_seed_holdout,sg_first_derivative_lr,7,4,0
random_seed_holdout,sg_first_derivative_lr,7,5,0
random_seed_holdout,sg_first_derivative_lr,7,6,0
random_seed_holdout,sg_first_derivative_lr,7,7,33
suffix_1_to_2,raw_lr,0,0,73
suffix_1_to_2,raw_lr,0,1,0
suffix_1_to_2,raw_lr,0,2,0
suffix_1_to_2,raw_lr,0,3,6
suffix_1_to_2,raw_lr,0,4,1
suffix_1_to_2,raw_lr,0,5,0
suffix_1_to_2,raw_lr,0,6,0
suffix_1_to_2,raw_lr,0,7,0
suffix_1_to_2,raw_lr,1,0,0
suffix_1_to_2,raw_lr,1,1,74
suffix_1_to_2,raw_lr,1,2,2
suffix_1_to_2,raw_lr,1,3,0
suffix_1_to_2,raw_lr,1,4,0
suffix_1_to_2,raw_lr,1,5,1
suffix_1_to_2,raw_lr,1,6,3
suffix_1_to_2,raw_lr,1,7,0
suffix_1_to_2,raw_lr,2,0,0
suffix_1_to_2,raw_lr,2,1,0
suffix_1_to_2,raw_lr,2,2,52
suffix_1_to_2,raw_lr,2,3,0
suffix_1_to_2,raw_lr,2,4,25
suffix_1_to_2,raw_lr,2,5,0
suffix_1_to_2,raw_lr,2,6,2
suffix_1_to_2,raw_lr,2,7,1
suffix_1_to_2,raw_lr,3,0,17
suffix_1_to_2,raw_lr,3,1,0
suffix_1_to_2,raw_lr,3,2,0
suffix_1_to_2,raw_lr,3,3,63
suffix_1_to_2,raw_lr,3,4,0
suffix_1_to_2,raw_lr,3,5,0
suffix_1_to_2,raw_lr,3,6,0
suffix_1_to_2,raw_lr,3,7,0
suffix_1_to_2,raw_lr,4,0,0
suffix_1_to_2,raw_lr,4,1,0
suffix_1_to_2,raw_lr,4,2,1
suffix_1_to_2,raw_lr,4,3,0
suffix_1_to_2,raw_lr,4,4,76
suffix_1_to_2,raw_lr,4,5,1
suffix_1_to_2,raw_lr,4,6,0
suffix_1_to_2,raw_lr,4,7,2
suffix_1_to_2,raw_lr,5,0,0
suffix_1_to_2,raw_lr,5,1,3
suffix_1_to_2,raw_lr,5,2,0
suffix_1_to_2,raw_lr,5,3,0
suffix_1_to_2,raw_lr,5,4,0
suffix_1_to_2,raw_lr,5,5,41
suffix_1_to_2,raw_lr,5,6,35
suffix_1_to_2,raw_lr,5,7,1
suffix_1_to_2,raw_lr,6,0,0
suffix_1_to_2,raw_lr,6,1,4
suffix_1_to_2,raw_lr,6,2,6
suffix_1_to_2,raw_lr,6,3,0
suffix_1_to_2,raw_lr,6,4,0
suffix_1_to_2,raw_lr,6,5,12
suffix_1_to_2,raw_lr,6,6,58
suffix_1_to_2,raw_lr,6,7,0
suffix_1_to_2,raw_lr,7,0,0
suffix_1_to_2,raw_lr,7,1,1
suffix_1_to_2,raw_lr,7,2,0
suffix_1_to_2,raw_lr,7,3,0
suffix_1_to_2,raw_lr,7,4,0
suffix_1_to_2,raw_lr,7,5,1
suffix_1_to_2,raw_lr,7,6,0
suffix_1_to_2,raw_lr,7,7,52
suffix_1_to_2,raw_svm,0,0,70
suffix_1_to_2,raw_svm,0,1,0
suffix_1_to_2,raw_svm,0,2,0
suffix_1_to_2,raw_svm,0,3,9
suffix_1_to_2,raw_svm,0,4,1
suffix_1_to_2,raw_svm,0,5,0
suffix_1_to_2,raw_svm,0,6,0
suffix_1_to_2,raw_svm,0,7,0
suffix_1_to_2,raw_svm,1,0,0
suffix_1_to_2,raw_svm,1,1,68
suffix_1_to_2,raw_svm,1,2,6
suffix_1_to_2,raw_svm,1,3,0
suffix_1_to_2,raw_svm,1,4,0
suffix_1_to_2,raw_svm,1,5,2
suffix_1_to_2,raw_svm,1,6,4
suffix_1_to_2,raw_svm,1,7,0
suffix_1_to_2,raw_svm,2,0,1
suffix_1_to_2,raw_svm,2,1,6
suffix_1_to_2,raw_svm,2,2,49
suffix_1_to_2,raw_svm,2,3,0
suffix_1_to_2,raw_svm,2,4,17
suffix_1_to_2,raw_svm,2,5,1
suffix_1_to_2,raw_svm,2,6,3
suffix_1_to_2,raw_svm,2,7,3
suffix_1_to_2,raw_svm,3,0,23
suffix_1_to_2,raw_svm,3,1,0
suffix_1_to_2,raw_svm,3,2,0
suffix_1_to_2,raw_svm,3,3,57
suffix_1_to_2,raw_svm,3,4,0
suffix_1_to_2,raw_svm,3,5,0
suffix_1_to_2,raw_svm,3,6,0
suffix_1_to_2,raw_svm,3,7,0
suffix_1_to_2,raw_svm,4,0,0
suffix_1_to_2,raw_svm,4,1,2
suffix_1_to_2,raw_svm,4,2,1
suffix_1_to_2,raw_svm,4,3,0
suffix_1_to_2,raw_svm,4,4,71
suffix_1_to_2,raw_svm,4,5,2
suffix_1_to_2,raw_svm,4,6,0
suffix_1_to_2,raw_svm,4,7,4
suffix_1_to_2,raw_svm,5,0,0
suffix_1_to_2,raw_svm,5,1,12
suffix_1_to_2,raw_svm,5,2,3
suffix_1_to_2,raw_svm,5,3,0
suffix_1_to_2,raw_svm,5,4,0
suffix_1_to_2,raw_svm,5,5,43
suffix_1_to_2,raw_svm,5,6,20
suffix_1_to_2,raw_svm,5,7,2
suffix_1_to_2,raw_svm,6,0,0
suffix_1_to_2,raw_svm,6,1,11
suffix_1_to_2,raw_svm,6,2,9
suffix_1_to_2,raw_svm,6,3,0
suffix_1_to_2,raw_svm,6,4,0
suffix_1_to_2,raw_svm,6,5,26
suffix_1_to_2,raw_svm,6,6,32
suffix_1_to_2,raw_svm,6,7,2
suffix_1_to_2,raw_svm,7,0,0
suffix_1_to_2,raw_svm,7,1,3
suffix_1_to_2,raw_svm,7,2,0
suffix_1_to_2,raw_svm,7,3,0
suffix_1_to_2,raw_svm,7,4,0
suffix_1_to_2,raw_svm,7,5,1
suffix_1_to_2,raw_svm,7,6,0
suffix_1_to_2,raw_svm,7,7,50
suffix_1_to_2,raw_pls_da,0,0,76
suffix_1_to_2,raw_pls_da,0,1,0
suffix_1_to_2,raw_pls_da,0,2,0
suffix_1_to_2,raw_pls_da,0,3,2
suffix_1_to_2,raw_pls_da,0,4,0
suffix_1_to_2,raw_pls_da,0,5,0
suffix_1_to_2,raw_pls_da,0,6,0
suffix_1_to_2,raw_pls_da,0,7,2
suffix_1_to_2,raw_pls_da,1,0,0
suffix_1_to_2,raw_pls_da,1,1,78
suffix_1_to_2,raw_pls_da,1,2,2
suffix_1_to_2,raw_pls_da,1,3,0
suffix_1_to_2,raw_pls_da,1,4,0
suffix_1_to_2,raw_pls_da,1,5,0
suffix_1_to_2,raw_pls_da,1,6,0
suffix_1_to_2,raw_pls_da,1,7,0
suffix_1_to_2,raw_pls_da,2,0,0
suffix_1_to_2,raw_pls_da,2,1,6
suffix_1_to_2,raw_pls_da,2,2,43
suffix_1_to_2,raw_pls_da,2,3,0
suffix_1_to_2,raw_pls_da,2,4,31
suffix_1_to_2,raw_pls_da,2,5,0
suffix_1_to_2,raw_pls_da,2,6,0
suffix_1_to_2,raw_pls_da,2,7,0
suffix_1_to_2,raw_pls_da,3,0,1
suffix_1_to_2,raw_pls_da,3,1,0
suffix_1_to_2,raw_pls_da,3,2,0
suffix_1_to_2,raw_pls_da,3,3,78
suffix_1_to_2,raw_pls_da,3,4,0
suffix_1_to_2,raw_pls_da,3,5,0
suffix_1_to_2,raw_pls_da,3,6,1
suffix_1_to_2,raw_pls_da,3,7,0
suffix_1_to_2,raw_pls_da,4,0,1
suffix_1_to_2,raw_pls_da,4,1,0
suffix_1_to_2,raw_pls_da,4,2,4
suffix_1_to_2,raw_pls_da,4,3,0
suffix_1_to_2,raw_pls_da,4,4,75
suffix_1_to_2,raw_pls_da,4,5,0
suffix_1_to_2,raw_pls_da,4,6,0
suffix_1_to_2,raw_pls_da,4,7,0
suffix_1_to_2,raw_pls_da,5,0,0
suffix_1_to_2,raw_pls_da,5,1,0
suffix_1_to_2,raw_pls_da,5,2,5
suffix_1_to_2,raw_pls_da,5,3,0
suffix_1_to_2,raw_pls_da,5,4,0
suffix_1_to_2,raw_pls_da,5,5,43
suffix_1_to_2,raw_pls_da,5,6,21
suffix_1_to_2,raw_pls_da,5,7,11
suffix_1_to_2,raw_pls_da,6,0,0
suffix_1_to_2,raw_pls_da,6,1,1
suffix_1_to_2,raw_pls_da,6,2,0
suffix_1_to_2,raw_pls_da,6,3,0
suffix_1_to_2,raw_pls_da,6,4,0
suffix_1_to_2,raw_pls_da,6,5,0
suffix_1_to_2,raw_pls_da,6,6,78
suffix_1_to_2,raw_pls_da,6,7,1
suffix_1_to_2,raw_pls_da,7,0,0
suffix_1_to_2,raw_pls_da,7,1,0
suffix_1_to_2,raw_pls_da,7,2,1
suffix_1_to_2,raw_pls_da,7,3,0
suffix_1_to_2,raw_pls_da,7,4,0
suffix_1_to_2,raw_pls_da,7,5,0
suffix_1_to_2,raw_pls_da,7,6,0
suffix_1_to_2,raw_pls_da,7,7,53
suffix_1_to_2,raw_rf,0,0,60
suffix_1_to_2,raw_rf,0,1,0
suffix_1_to_2,raw_rf,0,2,3
suffix_1_to_2,raw_rf,0,3,17
suffix_1_to_2,raw_rf,0,4,0
suffix_1_to_2,raw_rf,0,5,0
suffix_1_to_2,raw_rf,0,6,0
suffix_1_to_2,raw_rf,0,7,0
suffix_1_to_2,raw_rf,1,0,0
suffix_1_to_2,raw_rf,1,1,39
suffix_1_to_2,raw_rf,1,2,12
suffix_1_to_2,raw_rf,1,3,0
suffix_1_to_2,raw_rf,1,4,3
suffix_1_to_2,raw_rf,1,5,3
suffix_1_to_2,raw_rf,1,6,22
suffix_1_to_2,raw_rf,1,7,1
suffix_1_to_2,raw_rf,2,0,0
suffix_1_to_2,raw_rf,2,1,8
suffix_1_to_2,raw_rf,2,2,47
suffix_1_to_2,raw_rf,2,3,0
suffix_1_to_2,raw_rf,2,4,16
suffix_1_to_2,raw_rf,2,5,1
suffix_1_to_2,raw_rf,2,6,6
suffix_1_to_2,raw_rf,2,7,2
suffix_1_to_2,raw_rf,3,0,26
suffix_1_to_2,raw_rf,3,1,0
suffix_1_to_2,raw_rf,3,2,0
suffix_1_to_2,raw_rf,3,3,54
suffix_1_to_2,raw_rf,3,4,0
suffix_1_to_2,raw_rf,3,5,0
suffix_1_to_2,raw_rf,3,6,0
suffix_1_to_2,raw_rf,3,7,0
suffix_1_to_2,raw_rf,4,0,0
suffix_1_to_2,raw_rf,4,1,0
suffix_1_to_2,raw_rf,4,2,1
suffix_1_to_2,raw_rf,4,3,0
suffix_1_to_2,raw_rf,4,4,70
suffix_1_to_2,raw_rf,4,5,2
suffix_1_to_2,raw_rf,4,6,0
suffix_1_to_2,raw_rf,4,7,7
suffix_1_to_2,raw_rf,5,0,0
suffix_1_to_2,raw_rf,5,1,15
suffix_1_to_2,raw_rf,5,2,4
suffix_1_to_2,raw_rf,5,3,0
suffix_1_to_2,raw_rf,5,4,1
suffix_1_to_2,raw_rf,5,5,37
suffix_1_to_2,raw_rf,5,6,17
suffix_1_to_2,raw_rf,5,7,6
suffix_1_to_2,raw_rf,6,0,0
suffix_1_to_2,raw_rf,6,1,9
suffix_1_to_2,raw_rf,6,2,11
suffix_1_to_2,raw_rf,6,3,0
suffix_1_to_2,raw_rf,6,4,4
suffix_1_to_2,raw_rf,6,5,18
suffix_1_to_2,raw_rf,6,6,35
suffix_1_to_2,raw_rf,6,7,3
suffix_1_to_2,raw_rf,7,0,0
suffix_1_to_2,raw_rf,7,1,5
suffix_1_to_2,raw_rf,7,2,0
suffix_1_to_2,raw_rf,7,3,0
suffix_1_to_2,raw_rf,7,4,1
suffix_1_to_2,raw_rf,7,5,2
suffix_1_to_2,raw_rf,7,6,1
suffix_1_to_2,raw_rf,7,7,45
suffix_1_to_2,snv_lr,0,0,77
suffix_1_to_2,snv_lr,0,1,0
suffix_1_to_2,snv_lr,0,2,0
suffix_1_to_2,snv_lr,0,3,2
suffix_1_to_2,snv_lr,0,4,0
suffix_1_to_2,snv_lr,0,5,0
suffix_1_to_2,snv_lr,0,6,0
suffix_1_to_2,snv_lr,0,7,1
suffix_1_to_2,snv_lr,1,0,0
suffix_1_to_2,snv_lr,1,1,75
suffix_1_to_2,snv_lr,1,2,0
suffix_1_to_2,snv_lr,1,3,0
suffix_1_to_2,snv_lr,1,4,0
suffix_1_to_2,snv_lr,1,5,0
suffix_1_to_2,snv_lr,1,6,5
suffix_1_to_2,snv_lr,1,7,0
suffix_1_to_2,snv_lr,2,0,0
suffix_1_to_2,snv_lr,2,1,1
suffix_1_to_2,snv_lr,2,2,55
suffix_1_to_2,snv_lr,2,3,0
suffix_1_to_2,snv_lr,2,4,20
suffix_1_to_2,snv_lr,2,5,3
suffix_1_to_2,snv_lr,2,6,0
suffix_1_to_2,snv_lr,2,7,1
suffix_1_to_2,snv_lr,3,0,1
suffix_1_to_2,snv_lr,3,1,0
suffix_1_to_2,snv_lr,3,2,0
suffix_1_to_2,snv_lr,3,3,77
suffix_1_to_2,snv_lr,3,4,1
suffix_1_to_2,snv_lr,3,5,0
suffix_1_to_2,snv_lr,3,6,0
suffix_1_to_2,snv_lr,3,7,1
suffix_1_to_2,snv_lr,4,0,0
suffix_1_to_2,snv_lr,4,1,0
suffix_1_to_2,snv_lr,4,2,3
suffix_1_to_2,snv_lr,4,3,0
suffix_1_to_2,snv_lr,4,4,76
suffix_1_to_2,snv_lr,4,5,0
suffix_1_to_2,snv_lr,4,6,0
suffix_1_to_2,snv_lr,4,7,1
suffix_1_to_2,snv_lr,5,0,0
suffix_1_to_2,snv_lr,5,1,3
suffix_1_to_2,snv_lr,5,2,2
suffix_1_to_2,snv_lr,5,3,0
suffix_1_to_2,snv_lr,5,4,0
suffix_1_to_2,snv_lr,5,5,20
suffix_1_to_2,snv_lr,5,6,54
suffix_1_to_2,snv_lr,5,7,1
suffix_1_to_2,snv_lr,6,0,0
suffix_1_to_2,snv_lr,6,1,0
suffix_1_to_2,snv_lr,6,2,0
suffix_1_to_2,snv_lr,6,3,0
suffix_1_to_2,snv_lr,6,4,0
suffix_1_to_2,snv_lr,6,5,1
suffix_1_to_2,snv_lr,6,6,79
suffix_1_to_2,snv_lr,6,7,0
suffix_1_to_2,snv_lr,7,0,0
suffix_1_to_2,snv_lr,7,1,0
suffix_1_to_2,snv_lr,7,2,0
suffix_1_to_2,snv_lr,7,3,0
suffix_1_to_2,snv_lr,7,4,0
suffix_1_to_2,snv_lr,7,5,1
suffix_1_to_2,snv_lr,7,6,0
suffix_1_to_2,snv_lr,7,7,53
suffix_1_to_2,msc_lr,0,0,77
suffix_1_to_2,msc_lr,0,1,0
suffix_1_to_2,msc_lr,0,2,0
suffix_1_to_2,msc_lr,0,3,2
suffix_1_to_2,msc_lr,0,4,0
suffix_1_to_2,msc_lr,0,5,0
suffix_1_to_2,msc_lr,0,6,0
suffix_1_to_2,msc_lr,0,7,1
suffix_1_to_2,msc_lr,1,0,0
suffix_1_to_2,msc_lr,1,1,76
suffix_1_to_2,msc_lr,1,2,0
suffix_1_to_2,msc_lr,1,3,0
suffix_1_to_2,msc_lr,1,4,0
suffix_1_to_2,msc_lr,1,5,0
suffix_1_to_2,msc_lr,1,6,4
suffix_1_to_2,msc_lr,1,7,0
suffix_1_to_2,msc_lr,2,0,0
suffix_1_to_2,msc_lr,2,1,1
suffix_1_to_2,msc_lr,2,2,44
suffix_1_to_2,msc_lr,2,3,0
suffix_1_to_2,msc_lr,2,4,30
suffix_1_to_2,msc_lr,2,5,3
suffix_1_to_2,msc_lr,2,6,0
suffix_1_to_2,msc_lr,2,7,2
suffix_1_to_2,msc_lr,3,0,1
suffix_1_to_2,msc_lr,3,1,0
suffix_1_to_2,msc_lr,3,2,0
suffix_1_to_2,msc_lr,3,3,77
suffix_1_to_2,msc_lr,3,4,1
suffix_1_to_2,msc_lr,3,5,0
suffix_1_to_2,msc_lr,3,6,0
suffix_1_to_2,msc_lr,3,7,1
suffix_1_to_2,msc_lr,4,0,0
suffix_1_to_2,msc_lr,4,1,0
suffix_1_to_2,msc_lr,4,2,4
suffix_1_to_2,msc_lr,4,3,0
suffix_1_to_2,msc_lr,4,4,75
suffix_1_to_2,msc_lr,4,5,0
suffix_1_to_2,msc_lr,4,6,0
suffix_1_to_2,msc_lr,4,7,1
suffix_1_to_2,msc_lr,5,0,0
suffix_1_to_2,msc_lr,5,1,1
suffix_1_to_2,msc_lr,5,2,2
suffix_1_to_2,msc_lr,5,3,0
suffix_1_to_2,msc_lr,5,4,0
suffix_1_to_2,msc_lr,5,5,21
suffix_1_to_2,msc_lr,5,6,55
suffix_1_to_2,msc_lr,5,7,1
suffix_1_to_2,msc_lr,6,0,0
suffix_1_to_2,msc_lr,6,1,0
suffix_1_to_2,msc_lr,6,2,0
suffix_1_to_2,msc_lr,6,3,0
suffix_1_to_2,msc_lr,6,4,0
suffix_1_to_2,msc_lr,6,5,1
suffix_1_to_2,msc_lr,6,6,79
suffix_1_to_2,msc_lr,6,7,0
suffix_1_to_2,msc_lr,7,0,0
suffix_1_to_2,msc_lr,7,1,0
suffix_1_to_2,msc_lr,7,2,0
suffix_1_to_2,msc_lr,7,3,0
suffix_1_to_2,msc_lr,7,4,0
suffix_1_to_2,msc_lr,7,5,1
suffix_1_to_2,msc_lr,7,6,0
suffix_1_to_2,msc_lr,7,7,53
suffix_1_to_2,sg_smooth_lr,0,0,73
suffix_1_to_2,sg_smooth_lr,0,1,0
suffix_1_to_2,sg_smooth_lr,0,2,0
suffix_1_to_2,sg_smooth_lr,0,3,6
suffix_1_to_2,sg_smooth_lr,0,4,1
suffix_1_to_2,sg_smooth_lr,0,5,0
suffix_1_to_2,sg_smooth_lr,0,6,0
suffix_1_to_2,sg_smooth_lr,0,7,0
suffix_1_to_2,sg_smooth_lr,1,0,0
suffix_1_to_2,sg_smooth_lr,1,1,74
suffix_1_to_2,sg_smooth_lr,1,2,2
suffix_1_to_2,sg_smooth_lr,1,3,0
suffix_1_to_2,sg_smooth_lr,1,4,0
suffix_1_to_2,sg_smooth_lr,1,5,1
suffix_1_to_2,sg_smooth_lr,1,6,3
suffix_1_to_2,sg_smooth_lr,1,7,0
suffix_1_to_2,sg_smooth_lr,2,0,0
suffix_1_to_2,sg_smooth_lr,2,1,0
suffix_1_to_2,sg_smooth_lr,2,2,52
suffix_1_to_2,sg_smooth_lr,2,3,0
suffix_1_to_2,sg_smooth_lr,2,4,25
suffix_1_to_2,sg_smooth_lr,2,5,0
suffix_1_to_2,sg_smooth_lr,2,6,2
suffix_1_to_2,sg_smooth_lr,2,7,1
suffix_1_to_2,sg_smooth_lr,3,0,17
suffix_1_to_2,sg_smooth_lr,3,1,0
suffix_1_to_2,sg_smooth_lr,3,2,0
suffix_1_to_2,sg_smooth_lr,3,3,63
suffix_1_to_2,sg_smooth_lr,3,4,0
suffix_1_to_2,sg_smooth_lr,3,5,0
suffix_1_to_2,sg_smooth_lr,3,6,0
suffix_1_to_2,sg_smooth_lr,3,7,0
suffix_1_to_2,sg_smooth_lr,4,0,0
suffix_1_to_2,sg_smooth_lr,4,1,0
suffix_1_to_2,sg_smooth_lr,4,2,1
suffix_1_to_2,sg_smooth_lr,4,3,0
suffix_1_to_2,sg_smooth_lr,4,4,76
suffix_1_to_2,sg_smooth_lr,4,5,1
suffix_1_to_2,sg_smooth_lr,4,6,0
suffix_1_to_2,sg_smooth_lr,4,7,2
suffix_1_to_2,sg_smooth_lr,5,0,0
suffix_1_to_2,sg_smooth_lr,5,1,3
suffix_1_to_2,sg_smooth_lr,5,2,0
suffix_1_to_2,sg_smooth_lr,5,3,0
suffix_1_to_2,sg_smooth_lr,5,4,0
suffix_1_to_2,sg_smooth_lr,5,5,42
suffix_1_to_2,sg_smooth_lr,5,6,34
suffix_1_to_2,sg_smooth_lr,5,7,1
suffix_1_to_2,sg_smooth_lr,6,0,0
suffix_1_to_2,sg_smooth_lr,6,1,3
suffix_1_to_2,sg_smooth_lr,6,2,6
suffix_1_to_2,sg_smooth_lr,6,3,0
suffix_1_to_2,sg_smooth_lr,6,4,0
suffix_1_to_2,sg_smooth_lr,6,5,15
suffix_1_to_2,sg_smooth_lr,6,6,56
suffix_1_to_2,sg_smooth_lr,6,7,0
suffix_1_to_2,sg_smooth_lr,7,0,0
suffix_1_to_2,sg_smooth_lr,7,1,1
suffix_1_to_2,sg_smooth_lr,7,2,0
suffix_1_to_2,sg_smooth_lr,7,3,0
suffix_1_to_2,sg_smooth_lr,7,4,0
suffix_1_to_2,sg_smooth_lr,7,5,1
suffix_1_to_2,sg_smooth_lr,7,6,0
suffix_1_to_2,sg_smooth_lr,7,7,52
suffix_1_to_2,sg_first_derivative_lr,0,0,79
suffix_1_to_2,sg_first_derivative_lr,0,1,0
suffix_1_to_2,sg_first_derivative_lr,0,2,0
suffix_1_to_2,sg_first_derivative_lr,0,3,0
suffix_1_to_2,sg_first_derivative_lr,0,4,0
suffix_1_to_2,sg_first_derivative_lr,0,5,0
suffix_1_to_2,sg_first_derivative_lr,0,6,0
suffix_1_to_2,sg_first_derivative_lr,0,7,1
suffix_1_to_2,sg_first_derivative_lr,1,0,0
suffix_1_to_2,sg_first_derivative_lr,1,1,76
suffix_1_to_2,sg_first_derivative_lr,1,2,1
suffix_1_to_2,sg_first_derivative_lr,1,3,0
suffix_1_to_2,sg_first_derivative_lr,1,4,0
suffix_1_to_2,sg_first_derivative_lr,1,5,0
suffix_1_to_2,sg_first_derivative_lr,1,6,3
suffix_1_to_2,sg_first_derivative_lr,1,7,0
suffix_1_to_2,sg_first_derivative_lr,2,0,0
suffix_1_to_2,sg_first_derivative_lr,2,1,2
suffix_1_to_2,sg_first_derivative_lr,2,2,47
suffix_1_to_2,sg_first_derivative_lr,2,3,0
suffix_1_to_2,sg_first_derivative_lr,2,4,29
suffix_1_to_2,sg_first_derivative_lr,2,5,1
suffix_1_to_2,sg_first_derivative_lr,2,6,0
suffix_1_to_2,sg_first_derivative_lr,2,7,1
suffix_1_to_2,sg_first_derivative_lr,3,0,4
suffix_1_to_2,sg_first_derivative_lr,3,1,0
suffix_1_to_2,sg_first_derivative_lr,3,2,0
suffix_1_to_2,sg_first_derivative_lr,3,3,76
suffix_1_to_2,sg_first_derivative_lr,3,4,0
suffix_1_to_2,sg_first_derivative_lr,3,5,0
suffix_1_to_2,sg_first_derivative_lr,3,6,0
suffix_1_to_2,sg_first_derivative_lr,3,7,0
suffix_1_to_2,sg_first_derivative_lr,4,0,0
suffix_1_to_2,sg_first_derivative_lr,4,1,0
suffix_1_to_2,sg_first_derivative_lr,4,2,1
suffix_1_to_2,sg_first_derivative_lr,4,3,0
suffix_1_to_2,sg_first_derivative_lr,4,4,77
suffix_1_to_2,sg_first_derivative_lr,4,5,0
suffix_1_to_2,sg_first_derivative_lr,4,6,0
suffix_1_to_2,sg_first_derivative_lr,4,7,2
suffix_1_to_2,sg_first_derivative_lr,5,0,0
suffix_1_to_2,sg_first_derivative_lr,5,1,0
suffix_1_to_2,sg_first_derivative_lr,5,2,21
suffix_1_to_2,sg_first_derivative_lr,5,3,0
suffix_1_to_2,sg_first_derivative_lr,5,4,0
suffix_1_to_2,sg_first_derivative_lr,5,5,31
suffix_1_to_2,sg_first_derivative_lr,5,6,28
suffix_1_to_2,sg_first_derivative_lr,5,7,0
suffix_1_to_2,sg_first_derivative_lr,6,0,0
suffix_1_to_2,sg_first_derivative_lr,6,1,0
suffix_1_to_2,sg_first_derivative_lr,6,2,0
suffix_1_to_2,sg_first_derivative_lr,6,3,0
suffix_1_to_2,sg_first_derivative_lr,6,4,0
suffix_1_to_2,sg_first_derivative_lr,6,5,0
suffix_1_to_2,sg_first_derivative_lr,6,6,80
suffix_1_to_2,sg_first_derivative_lr,6,7,0
suffix_1_to_2,sg_first_derivative_lr,7,0,0
suffix_1_to_2,sg_first_derivative_lr,7,1,0
