run_id,direction,model,seed,condition,source_cube,calibration,n,n_correct,accuracy,nll,brier,ece_10
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,0-2,raw,80,56,0.7,1.3650774216460733,0.6241664870346952,0.3784178570147051
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,0-2,temperature_scaled,80,57,0.7125,1.3112845593731628,0.5903810067698053,0.36586702571557095
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,1-2,raw,80,17,0.2125,1.989654918203783,0.8840472615152508,0.1518950952145665
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,1-2,temperature_scaled,80,16,0.2,1.9621991116852697,0.8724637291126008,0.11036627048102467
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,2-2,raw,80,18,0.225,1.8656675189100285,0.8382780337560446,0.12247835404541646
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,2-2,temperature_scaled,80,25,0.3125,1.8338804561267352,0.8236130115651769,0.10830155522306532
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,3-2,raw,80,59,0.7375,1.2339507813146962,0.5798825806559593,0.38410215809526627
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,3-2,temperature_scaled,80,53,0.6625,1.2243171632401197,0.56827298918201,0.3154770302450697
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,4-2,raw,80,8,0.1,1.948325569082892,0.8674215653888112,0.18179781138823997
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,4-2,temperature_scaled,80,15,0.1875,1.9151557951921006,0.8569879171656696,0.16007768061779057
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,5-2,raw,80,9,0.1125,2.1159018667537093,0.9089098158951459,0.21254496875482648
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,5-2,temperature_scaled,80,13,0.1625,2.0912755852334657,0.8978517373147481,0.14161873336543895
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,6-2,raw,80,35,0.4375,1.7373016573601965,0.7673042826801877,0.15045535868693735
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,6-2,temperature_scaled,80,35,0.4375,1.7348206258613998,0.7640297848978171,0.14995541684921504
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,7-2,raw,54,45,0.8333333333333334,0.9554331318296806,0.41549260476974514,0.35493778166610745
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,full,7-2,temperature_scaled,54,45,0.8333333333333334,0.9620416387607512,0.4182942133160793,0.3535745434619282
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,0-2,raw,80,0,0.0,2.3618730790906697,0.9821564635527054,0.28833286302655714
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,0-2,temperature_scaled,80,0,0.0,2.3627761273822347,0.9907347265737115,0.29989004948524756
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,1-2,raw,80,6,0.075,2.004702794355282,0.9204510069085152,0.24365084818936797
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,1-2,temperature_scaled,80,2,0.025,2.03951943984242,0.930330751331985,0.30392975884623546
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,2-2,raw,80,24,0.3,1.972156203949152,0.8594513331070457,0.2106240696956294
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,2-2,temperature_scaled,80,24,0.3,1.967015782960401,0.851115473832226,0.1294852281057303
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,3-2,raw,80,0,0.0,2.1240462164574136,0.8751404687531295,0.2533846089673894
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,3-2,temperature_scaled,80,0,0.0,2.1303905910859804,0.8950738818008841,0.2701828103054065
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,4-2,raw,80,0,0.0,2.5348344752540086,1.014273733124091,0.2911054569637021
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,4-2,temperature_scaled,80,0,0.0,2.5080925328964256,1.0184124923254565,0.302343651992652
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,5-2,raw,80,15,0.1875,1.9518817995879636,0.8908081856021692,0.13464539936170597
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,5-2,temperature_scaled,80,15,0.1875,1.9583222410399685,0.8919102975602623,0.21448141608239574
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,6-2,raw,80,33,0.4125,1.7747970639380983,0.7964374655935931,0.17322424880797307
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,6-2,temperature_scaled,80,27,0.3375,1.8327348942602257,0.8156595615319597,0.09051384060420814
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,7-2,raw,54,47,0.8703703703703703,0.7834704709295266,0.34093723196406167,0.3135258313894112
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mask_only,7-2,temperature_scaled,54,47,0.8703703703703703,0.773456507874175,0.33001962448360844,0.30944059933422596
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,0-2,raw,80,63,0.7875,1.2500994586990504,0.5773910534683426,0.4396109794565958
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,0-2,temperature_scaled,80,65,0.8125,1.1746118418529714,0.5324101844497656,0.45764315001022454
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,1-2,raw,80,15,0.1875,2.0025140333212192,0.8984389830704249,0.17926842899670264
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,1-2,temperature_scaled,80,17,0.2125,1.9766634989585234,0.8872228382632112,0.18440467458123733
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,2-2,raw,80,16,0.2,1.941615619915955,0.8613830037279847,0.10541979894517112
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,2-2,temperature_scaled,80,21,0.2625,1.9187006055261175,0.8506682298899495,0.1340518743927064
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,3-2,raw,80,46,0.575,1.4935772664545175,0.6760318969933848,0.25537113426266467
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,3-2,temperature_scaled,80,40,0.5,1.496585169642043,0.6714674934945781,0.2025845459355417
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,4-2,raw,80,9,0.1125,2.021626724659293,0.8894109349640138,0.19053609071536737
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,4-2,temperature_scaled,80,13,0.1625,1.9922784959229325,0.8800694603538723,0.16128327693108788
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,5-2,raw,80,10,0.125,2.0693531606661297,0.904200834752151,0.21297383230670033
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,5-2,temperature_scaled,80,13,0.1625,2.0442347822514524,0.8936769911888309,0.20401991901099378
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,6-2,raw,80,37,0.4625,1.6989433656008377,0.7573776314620113,0.15375574799626648
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,6-2,temperature_scaled,80,37,0.4625,1.7014271082122066,0.7562877511834779,0.15609963989297726
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,7-2,raw,54,45,0.8333333333333334,0.9173905230916726,0.40028183133652506,0.3382323199217265
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,mean_broadcast,7-2,temperature_scaled,54,45,0.8333333333333334,0.9142332838291594,0.3981879475209428,0.32668841397620274
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,0-2,raw,80,62,0.775,1.252596182467461,0.5784872994877892,0.4286774733190347
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,0-2,temperature_scaled,80,66,0.825,1.1785429844932458,0.5342753021167926,0.4535980235625863
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,1-2,raw,80,15,0.1875,1.9997822745585423,0.8970229875184661,0.17649003577918046
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,1-2,temperature_scaled,80,17,0.2125,1.9768747954437669,0.887155552149634,0.18109289660784064
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,2-2,raw,80,17,0.2125,1.9379379550556284,0.8600774394508826,0.10564743058165628
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,2-2,temperature_scaled,80,23,0.2875,1.915896713071712,0.8495824855563985,0.13992673782606718
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,3-2,raw,80,44,0.55,1.5052410374292946,0.6790387163564693,0.22934462870025576
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,3-2,temperature_scaled,80,40,0.5,1.5102777644668155,0.6751648879027977,0.19202997699585045
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,4-2,raw,80,9,0.1125,2.0218965730094944,0.889437947080993,0.19488415620005853
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,4-2,temperature_scaled,80,12,0.15,1.9928717020416886,0.8801432710491449,0.158211327725148
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,5-2,raw,80,10,0.125,2.0738283705065954,0.9048829716193236,0.23161461832426364
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,5-2,temperature_scaled,80,15,0.1875,2.049661290245898,0.8949718257791073,0.19407784790358085
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,6-2,raw,80,39,0.4875,1.688181550316007,0.7514798136730491,0.1775647837191563
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,6-2,temperature_scaled,80,36,0.45,1.6894220626467429,0.7499650553082943,0.14951019408491903
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,7-2,raw,54,45,0.8333333333333334,0.9269459715385561,0.4073790548134976,0.3417983956535322
suffix_1_to_2__fusion_net__probability_ensemble,suffix_1_to_2,fusion_net,probability_ensemble,spatial_shuffle,7-2,temperature_scaled,54,45,0.8333333333333334,0.9272127114010351,0.4079024974348307,0.33072990815867953
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,0-2,raw,80,77,0.9625,0.4508671906518674,0.08058111305030417,0.05696731549598387
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,0-2,temperature_scaled,80,78,0.975,0.476282076427625,0.08937975293461727,0.0790008832697163
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,1-2,raw,80,74,0.925,0.17602814487379037,0.09248860814288833,0.0708560230922481
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,1-2,temperature_scaled,80,74,0.925,0.19949721358801756,0.0910329170100488,0.10800880441955665
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,2-2,raw,80,55,0.6875,1.1300951173949663,0.5058873050787847,0.19734795709299338
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,2-2,temperature_scaled,80,55,0.6875,0.9737364679671394,0.48588015337788926,0.17182270503823938
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,3-2,raw,80,76,0.95,0.09862457669332376,0.05468439913022334,0.0350427509338431
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,3-2,temperature_scaled,80,76,0.95,0.1105021956340075,0.055650870245406006,0.05055330459690125
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,4-2,raw,80,75,0.9375,0.5705476594482641,0.09223495127984759,0.04216164512976248
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,4-2,temperature_scaled,80,75,0.9375,0.5297275534046324,0.09214970025885448,0.05179924642407024
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,5-2,raw,80,29,0.3625,2.2859039536662236,1.069886986577126,0.47792834833034736
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,5-2,temperature_scaled,80,27,0.3375,1.813479130992389,0.9700712098355453,0.4029055063473906
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,6-2,raw,80,79,0.9875,0.10453436179971595,0.04005465338778383,0.06094358375750411
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,6-2,temperature_scaled,80,79,0.9875,0.16600141806124286,0.05975296486491986,0.11772453085249712
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,7-2,raw,54,53,0.9814814814814815,0.39469302317978855,0.04280376207802971,0.01923301530072899
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,full,7-2,temperature_scaled,54,53,0.9814814814814815,0.3571986305583299,0.054249706110883665,0.04668777435951067
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,0-2,raw,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,0-2,temperature_scaled,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,1-2,raw,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,1-2,temperature_scaled,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,2-2,raw,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,2-2,temperature_scaled,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,3-2,raw,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,3-2,temperature_scaled,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,4-2,raw,80,80,1.0,0.4054651081081645,0.22222222222222227,0.33333333333333326
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,4-2,temperature_scaled,80,80,1.0,0.4054651081081645,0.22222222222222227,0.33333333333333326
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,5-2,raw,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,5-2,temperature_scaled,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,6-2,raw,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,6-2,temperature_scaled,80,0,0.0,27.631021115928547,1.5555555555555556,0.6666666666666667
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,7-2,raw,54,0,0.0,1.0986122886681096,0.8888888888888886,0.6666666666666664
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mask_only,7-2,temperature_scaled,54,0,0.0,1.0986122886681096,0.8888888888888886,0.6666666666666664
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,0-2,raw,80,77,0.9625,0.4508671906518674,0.08058111305030417,0.05696731549598387
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,0-2,temperature_scaled,80,78,0.975,0.476282076427625,0.08937975293461727,0.0790008832697163
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,1-2,raw,80,74,0.925,0.17602814487379037,0.09248860814288833,0.0708560230922481
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,1-2,temperature_scaled,80,74,0.925,0.19949721358801756,0.0910329170100488,0.10800880441955665
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,2-2,raw,80,55,0.6875,1.1300951173949663,0.5058873050787847,0.19734795709299338
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,2-2,temperature_scaled,80,55,0.6875,0.9737364679671394,0.48588015337788926,0.17182270503823938
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,3-2,raw,80,76,0.95,0.09862457669332376,0.05468439913022334,0.0350427509338431
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,3-2,temperature_scaled,80,76,0.95,0.1105021956340075,0.055650870245406006,0.05055330459690125
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,4-2,raw,80,75,0.9375,0.5705476594482641,0.09223495127984759,0.04216164512976248
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,4-2,temperature_scaled,80,75,0.9375,0.5297275534046324,0.09214970025885448,0.05179924642407024
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,5-2,raw,80,29,0.3625,2.2859039536662236,1.069886986577126,0.47792834833034736
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,5-2,temperature_scaled,80,27,0.3375,1.813479130992389,0.9700712098355453,0.4029055063473906
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,6-2,raw,80,79,0.9875,0.10453436179971595,0.04005465338778383,0.06094358375750411
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,6-2,temperature_scaled,80,79,0.9875,0.16600141806124286,0.05975296486491986,0.11772453085249712
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,7-2,raw,54,53,0.9814814814814815,0.39469302317978855,0.04280376207802971,0.01923301530072899
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,mean_broadcast,7-2,temperature_scaled,54,53,0.9814814814814815,0.3571986305583299,0.054249706110883665,0.04668777435951067
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,0-2,raw,80,77,0.9625,0.4508671906518674,0.08058111305030417,0.05696731549598387
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,0-2,temperature_scaled,80,78,0.975,0.476282076427625,0.08937975293461727,0.0790008832697163
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,1-2,raw,80,74,0.925,0.17602814487379037,0.09248860814288833,0.0708560230922481
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,1-2,temperature_scaled,80,74,0.925,0.19949721358801756,0.0910329170100488,0.10800880441955665
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,2-2,raw,80,55,0.6875,1.1300951173949663,0.5058873050787847,0.19734795709299338
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,2-2,temperature_scaled,80,55,0.6875,0.9737364679671394,0.48588015337788926,0.17182270503823938
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,3-2,raw,80,76,0.95,0.09862457669332376,0.05468439913022334,0.0350427509338431
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,3-2,temperature_scaled,80,76,0.95,0.1105021956340075,0.055650870245406006,0.05055330459690125
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,4-2,raw,80,75,0.9375,0.5705476594482641,0.09223495127984759,0.04216164512976248
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,4-2,temperature_scaled,80,75,0.9375,0.5297275534046324,0.09214970025885448,0.05179924642407024
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,5-2,raw,80,29,0.3625,2.2859039536662236,1.069886986577126,0.47792834833034736
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,5-2,temperature_scaled,80,27,0.3375,1.813479130992389,0.9700712098355453,0.4029055063473906
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,6-2,raw,80,79,0.9875,0.10453436179971595,0.04005465338778383,0.06094358375750411
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,6-2,temperature_scaled,80,79,0.9875,0.16600141806124286,0.05975296486491986,0.11772453085249712
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,7-2,raw,54,53,0.9814814814814815,0.39469302317978855,0.04280376207802971,0.01923301530072899
suffix_1_to_2__snv_lr__probability_ensemble,suffix_1_to_2,snv_lr,probability_ensemble,spatial_shuffle,7-2,temperature_scaled,54,53,0.9814814814814815,0.3571986305583299,0.054249706110883665,0.04668777435951067
