run_id,direction,model,seed,epoch,train_loss,validation_accuracy,validation_macro_f1,validation_nll,learning_rate,selected_so_far
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,1,2.0861852132357086,0.12307692307692308,0.027397260273972605,2.079201899516048,0.001,1
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,2,2.0822215226980356,0.13846153846153847,0.030405405405405407,2.078994583641443,0.001,1
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,3,2.081399283042321,0.12307692307692308,0.027397260273972605,2.079717570782737,0.001,0
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,4,2.080402895120474,0.12307692307692308,0.027397260273972605,2.079493952465884,0.001,0
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,5,2.0812233374669002,0.13846153846153847,0.030405405405405407,2.078919186348132,0.001,1
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,6,2.0806186309227575,0.13846153846153847,0.030405405405405407,2.079040828600433,0.001,0
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,7,2.0803275621854342,0.12307692307692308,0.027397260273972605,2.0791016584079696,0.001,0
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,8,2.08056845664978,0.12307692307692308,0.027397260273972605,2.0792959437327085,0.001,0
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,9,2.0804007603571963,0.12307692307692308,0.027397260273972605,2.079458901851055,0.0005,0
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,10,2.081541259472187,0.12307692307692308,0.027397260273972605,2.079391590469351,0.0005,0
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,11,2.080401086807251,0.12307692307692308,0.027397260273972605,2.079500347105372,0.0005,0
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,12,2.0790425924154428,0.12307692307692308,0.027397260273972605,2.079788434380632,0.0005,0
suffix_1_to_2__spectral_only__seed_42,suffix_1_to_2,spectral_only,42,13,2.0812693375807543,0.12307692307692308,0.027397260273972605,2.079322135535936,0.00025,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,1,2.0880851488847,0.13846153846153847,0.04041025641025641,2.077799405971154,0.001,1
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,2,2.0777966939485992,0.23076923076923078,0.13132963393669733,2.055692870653869,0.001,1
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,3,2.0223074289468617,0.19230769230769232,0.12992052881758764,2.0295633412732625,0.001,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,4,1.9784660265995906,0.2230769230769231,0.14967439901509752,1.9582144400031645,0.001,1
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,5,1.9207897974894597,0.23076923076923078,0.14549728607918264,1.9205878723385006,0.001,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,6,1.904666200050941,0.23076923076923078,0.1540338581669227,1.9358725499171052,0.001,1
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,7,1.8831244927186233,0.2076923076923077,0.1305113837777822,1.9128173968535194,0.001,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,8,1.8672318421877347,0.25384615384615383,0.2019147005444646,1.9047718249307248,0.001,1
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,9,1.8422626366982093,0.25384615384615383,0.19933867251674764,1.8930294784310513,0.001,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,10,1.85930775312277,0.24615384615384617,0.1740944240944241,1.8770867012022614,0.001,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,11,1.8196770154512845,0.2692307692307692,0.21661914297737728,1.8947851402937996,0.001,1
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,12,1.8062876004439135,0.25384615384615383,0.1949128317334839,1.902872731206761,0.001,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,13,1.8116788478998038,0.23076923076923078,0.1673871697216349,1.9021524856098377,0.001,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,14,1.796744179725647,0.2692307692307692,0.20484496124031007,1.910659677855662,0.0005,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,15,1.7706321147771982,0.24615384615384617,0.17777426876994828,1.8735233517300918,0.0005,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,16,1.762258762579698,0.2692307692307692,0.21671134721831317,1.9081304967385064,0.0005,1
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,17,1.7611841862018291,0.27692307692307694,0.22658836261777437,1.9154396302436703,0.0005,1
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,18,1.761229368356558,0.23846153846153847,0.1975631395682883,1.9059069981779726,0.0005,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,19,1.751113774226262,0.24615384615384617,0.20752620407608166,1.914273053064822,0.00025,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,20,1.744518938431373,0.2923076923076923,0.24759972170686456,1.9337863855898865,0.00025,1
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,21,1.7425907868605393,0.27692307692307694,0.22489618582295928,1.9249773804439376,0.00025,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,22,1.7266013072087214,0.24615384615384617,0.19673378522062732,1.9154906402720788,0.00025,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,23,1.7216741195091834,0.23846153846153847,0.18590003660116,1.9315997566896757,0.000125,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,24,1.7284167454792903,0.23076923076923078,0.18129217124699915,1.932719015472447,0.000125,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,25,1.7124300699967605,0.25384615384615383,0.20619307832422587,1.9292067273597484,0.000125,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,26,1.706463701908405,0.24615384615384617,0.1968139864060806,1.9300923042794353,0.000125,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,27,1.7030211797127357,0.26153846153846155,0.20699676949676948,1.9318584096111935,6.25e-05,0
suffix_1_to_2__fusion_net__seed_42,suffix_1_to_2,fusion_net,42,28,1.6948808853442852,0.2692307692307692,0.22014341675481888,1.9212140246372684,6.25e-05,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,1,2.0860814791459306,0.12307692307692308,0.027397260273972605,2.0794229193940716,0.001,1
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,2,2.0832959688626804,0.12307692307692308,0.027397260273972605,2.0797643904796868,0.001,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,3,2.0813075872567985,0.16923076923076924,0.06431403647898493,2.0794429642507506,0.001,1
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,4,2.0818737947023833,0.16153846153846155,0.07196969696969696,2.07929547153027,0.001,1
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,5,2.0813342131101167,0.12307692307692308,0.027397260273972605,2.0793441079296935,0.0005,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,6,2.0796513374035177,0.12307692307692308,0.027397260273972605,2.079722967470451,0.0005,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,7,2.080476661828848,0.12307692307692308,0.027397260273972605,2.0796380822031804,0.0005,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,8,2.0801965236663817,0.12307692307692308,0.027397260273972605,2.0797246270237966,0.0005,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,9,2.078927128131573,0.12307692307692308,0.027397260273972605,2.0796319127201905,0.00025,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,10,2.0790433003352238,0.12307692307692308,0.027397260273972605,2.0795835880026288,0.00025,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,11,2.0805114269256593,0.12307692307692308,0.027397260273972605,2.0793121290903533,0.00025,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,12,2.0802935673640324,0.17692307692307693,0.10190217391304349,2.079191169324662,0.00025,1
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,13,2.0790097126593956,0.16923076923076924,0.07349192863211554,2.0791493344934393,0.00025,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,14,2.0803514847388636,0.12307692307692308,0.027397260273972605,2.078852327509612,0.00025,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,15,2.080541988519522,0.12307692307692308,0.027972027972027972,2.079006054433469,0.00025,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,16,2.0806979472820575,0.12307692307692308,0.027397260273972605,2.079127623971075,0.00025,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,17,2.080569942180927,0.12307692307692308,0.027397260273972605,2.07885962003445,0.00025,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,18,2.0784720384157622,0.12307692307692308,0.027397260273972605,2.0789077521303363,0.000125,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,19,2.0800405832437368,0.12307692307692308,0.027397260273972605,2.0787528237497233,0.000125,0
suffix_1_to_2__spectral_only__seed_2024,suffix_1_to_2,spectral_only,2024,20,2.079600429534912,0.12307692307692308,0.027397260273972605,2.078749030679603,0.000125,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,1,2.087230950135451,0.12307692307692308,0.027397260273972605,2.0800000066084654,0.001,1
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,2,2.0817662789271427,0.16923076923076924,0.06890012642225032,2.073700953607982,0.001,1
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,3,2.0505408745545606,0.23846153846153847,0.11790674603174603,1.9806565357274337,0.001,1
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,4,1.9854062410501334,0.23846153846153847,0.11601009126573471,1.9082271652705913,0.001,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,5,1.9267533724124615,0.23846153846153847,0.15740604854381945,1.9041718075801743,0.001,1
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,6,1.9129485533787653,0.24615384615384617,0.1679961504244291,1.8922654791354374,0.001,1
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,7,1.882894389445965,0.23076923076923078,0.1648216595596083,1.8535686978345085,0.001,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,8,1.8576294018672064,0.23076923076923078,0.16728656326934663,1.8937272039657278,0.001,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,9,1.8206755876541139,0.2153846153846154,0.16382107168745097,1.8654354869240064,0.001,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,10,1.8356777374561017,0.2692307692307692,0.21240595271925194,1.8520666697082855,0.001,1
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,11,1.841986162845905,0.2692307692307692,0.19985471736951405,1.8718642292829484,0.001,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,12,1.806418202473567,0.18461538461538463,0.1493895662910943,1.8916189141019328,0.001,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,13,1.7760154302303608,0.25384615384615383,0.19725412224926253,1.8778063452927043,0.001,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,14,1.7768064260482788,0.26153846153846155,0.20690254460166765,1.8693743426840728,0.0005,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,15,1.7830714097389808,0.18461538461538463,0.1440965459947186,1.904606602452659,0.0005,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,16,1.767039185303908,0.24615384615384617,0.20451738212458992,1.8925708982900025,0.0005,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,17,1.7725401401519776,0.23076923076923078,0.179045200489166,1.888641416192146,0.0005,0
suffix_1_to_2__fusion_net__seed_2024,suffix_1_to_2,fusion_net,2024,18,1.7400082496496347,0.23076923076923078,0.18499641042806034,1.89181259190086,0.00025,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,1,2.0854393078730658,0.13846153846153847,0.030405405405405407,2.078897248908427,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,2,2.083103033212515,0.2230769230769231,0.0883162278744608,2.0783680680597305,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,3,2.081798403079693,0.12307692307692308,0.027397260273972605,2.0786451016843674,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,4,2.0807691500737118,0.13076923076923078,0.039197080291970804,2.077974224257098,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,5,2.0826301721426157,0.16153846153846155,0.06875,2.0768790646638515,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,6,2.0789500639988825,0.12307692307692308,0.027397260273972605,2.076524831686189,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,7,2.0819264521965613,0.19230769230769232,0.07916666666666666,2.0776012358003846,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,8,2.0797743393824653,0.12307692307692308,0.027397260273972605,2.076935025357895,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,9,2.075710362654466,0.12307692307692308,0.027397260273972605,2.0729203700449403,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,10,2.0750168030078595,0.12307692307692308,0.027397260273972605,2.073287363135632,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,11,2.0659955501556397,0.16153846153846155,0.06801470588235295,2.050920882609219,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,12,1.9828504232259898,0.25384615384615383,0.1141340555571648,1.849228497214035,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,13,1.9010152981831476,0.2692307692307692,0.15533142519649268,1.7385934719429952,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,14,1.828710409311148,0.27692307692307694,0.17901152482269506,1.7417679017853454,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,15,1.7799004224630504,0.23846153846153847,0.17997270928305412,1.7253881730047584,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,16,1.775632902292105,0.3230769230769231,0.23409430438842205,1.666540710138169,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,17,1.7885240224691539,0.3153846153846154,0.231126322544233,1.6895260780100871,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,18,1.716503093792842,0.3153846153846154,0.2123248796181127,1.664595393161167,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,19,1.7138295393723708,0.3076923076923077,0.22675492610837436,1.6344673905410148,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,20,1.7104588233507596,0.3230769230769231,0.24792836835170928,1.6337821572651163,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,21,1.7083392308308527,0.33076923076923076,0.2502266330144203,1.6075828328205632,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,22,1.699462859447186,0.34615384615384615,0.2601318769797031,1.6118778246445928,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,23,1.7152531532140878,0.34615384615384615,0.2619663960660665,1.6103864785060333,0.001,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,24,1.6940251222023597,0.33076923076923076,0.25425116698701605,1.61843238137115,0.001,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,25,1.7322936443182138,0.3076923076923077,0.22859486505577548,1.6269495778812915,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,26,1.6855694477374736,0.33076923076923076,0.2522774327122153,1.6114064047266168,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,27,1.6743793084071232,0.36923076923076925,0.28083029188270614,1.5953234609946052,0.0005,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,28,1.6655690853412335,0.33076923076923076,0.24511849776653705,1.6276028169851864,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,29,1.6702506597225482,0.36923076923076925,0.28737870021082657,1.5655582052412271,0.0005,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,30,1.6395398139953614,0.35384615384615387,0.284762390212264,1.5521010065233072,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,31,1.6391455503610464,0.3384615384615385,0.27032506924748306,1.5506948994908918,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,32,1.6298413111613348,0.3384615384615385,0.2647041575526652,1.5508972122134077,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,33,1.6128856127078717,0.3769230769230769,0.29668495324551225,1.528263428861221,0.0005,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,34,1.60962545138139,0.35384615384615387,0.2773525096426146,1.5161461984860602,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,35,1.6026199964376597,0.4153846153846154,0.3164160839160839,1.4878543477219366,0.0005,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,36,1.6116654836214506,0.3769230769230769,0.32385656856267475,1.5296841143515039,0.0005,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,37,1.593893918624291,0.36153846153846153,0.2870152720353153,1.5294306538916422,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,38,1.5927514791488648,0.2846153846153846,0.1977399844659837,1.6107250924967305,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,39,1.6194931488770705,0.35384615384615387,0.29385956732198426,1.4847869797654722,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,40,1.5469779051267183,0.3769230769230769,0.3187143533109701,1.522990510135736,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,41,1.555955173419072,0.3923076923076923,0.3216513465570069,1.4236371031228692,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,42,1.6004508568690374,0.4307692307692308,0.3558538381907947,1.465087410631161,0.0005,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,43,1.5174956560134887,0.4076923076923077,0.3614566290748271,1.4461270080812085,0.0005,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,44,1.5083357040698713,0.38461538461538464,0.35350305379375146,1.5517615081461784,0.0005,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,45,1.5831272455362173,0.4076923076923077,0.35605288878916924,1.471537750133493,0.00025,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,46,1.552130391047551,0.43846153846153846,0.37593739904459544,1.3907053691108273,0.00025,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,47,1.5055881445224468,0.35384615384615387,0.3050346785902789,1.5152232049145415,0.00025,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,48,1.6091087084550124,0.34615384615384615,0.302659763957495,1.5199272576879759,0.00025,0
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,49,1.4931995960382314,0.49230769230769234,0.44865992845826946,1.3800285997437194,0.00025,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,50,1.4637253852990957,0.5153846153846153,0.45040878145903374,1.3328010951777791,0.00025,1
suffix_1_to_2__spectral_only__seed_2025,suffix_1_to_2,spectral_only,2025,51,1.4713369406186618,0.47692307692307695,0.40313574729229096,1.3448044828172205,0.00025,0
